cep_origem;latitude_origem;longitude_origem;cep_destino;latitude_destino;longitude_destino
04846-000;-23.7570314;-46.67657;08122-000;-23.496390899999998;-46.38253710000001
05271-000;-23.4294505;-46.792615000000005;04560-000;-23.614009600000003;-46.683567100000005
03110-000;-23.562886300000002;-46.607313;01259-000;-23.5413415;-46.6870441
04846-000;-23.7570314;-46.67657;04696-000;-23.6748771;-46.697063799999995
03121-000;-23.562102199999998;-46.5978592;01534-000;-23.5690497;-46.62695120000001
03907-000;-23.586615300000002;-46.5077454;02543-000;-23.4850455;-46.662084899999996
03425-000;-23.551069899999998;-46.53856649999999;05752-000;-23.6181831;-46.7530499
08280-000;-23.557155899999998;-46.466515799999996;01530-000;-23.569494600000002;-46.6308205
04173-000;-23.640203399999997;-46.610412100000005;03282-000;-23.5818823;-46.5522869
03541-000;-23.5355146;-46.5185714;03051-000;-23.5461551;-46.608323299999995
02420-000;-23.4748697;-46.6359062;05797-000;-23.6553357;-46.7728464
04235-000;-23.6230965;-46.591337200000005;08290-000;-23.5487008;-46.4474039
03559-000;-23.5462937;-46.501357299999995;02526-000;-23.502585800000002;-46.64624980000001
04904-000;-23.6702544;-46.735504399999996;03964-000;-23.6058686;-46.4786795
03674-000;-23.5173699;-46.4978773;04348-000;-23.6460579;-46.6521581
04904-000;-23.6702544;-46.735504399999996;05006-000;-23.5349465;-46.668937299999996
03195-000;-23.566570600000002;-46.5879757;08180-000;-23.4882889;-46.4152101
04725-000;-23.643779000000002;-46.705218200000004;04635-000;-23.639214499999998;-46.6697131
08070-000;-23.4959432;-46.45973529999999;01232-000;-23.536534;-46.65592279999999
04180-000;-23.6373767;-46.5949831;03179-000;-23.544665;-46.58603129999999
03322-000;-23.549224399999996;-46.56804279999999;05416-000;-23.5613642;-46.6876063
05171-000;-23.477853500000002;-46.747953100000004;03270-000;-23.6004604;-46.520452299999995
02998-000;-23.432907699999998;-46.7357609;04376-000;-23.6577503;-46.656654100000004
04843-000;-23.7361069;-46.6954144;03373-000;-23.5748617;-46.5517619
02352-000;-23.4542483;-46.5967496;04756-000;-23.6463165;-46.7072802
02266-000;-23.477508899999997;-46.5984274;05415-000;-23.5650402;-46.6809885
05271-000;-23.4294505;-46.792615000000005;03134-000;-23.584879;-46.5843266
01309-000;-23.5569581;-46.65896770000001;04015-000;-23.5840561;-46.63704310000001
02460-000;-23.491554500000003;-46.6364297;04252-000;-23.613450399999998;-46.5993648
03587-000;-23.5553728;-46.487594;05787-000;-23.629118899999998;-46.7689261
02853-000;-23.4579272;-46.6949907;05174-000;-23.4781495;-46.740379299999994
04689-000;-23.6693518;-46.692415600000004;02936-000;-23.4877423;-46.717642100000006
08021-000;-23.4977936;-46.4411451;04777-000;-23.692217499999998;-46.6958899
08021-000;-23.4977936;-46.4411451;01519-000;-23.5614385;-46.6264134
02017-000;-23.5000629;-46.6302681;04533-000;-23.5826376;-46.674069700000004
03361-000;-23.570956699999996;-46.5309696;01414-000;-23.5551994;-46.65875339999999
05577-000;-23.577614699999998;-46.7243724;04190-000;-23.650852800000003;-46.6041867
04558-000;-23.6073994;-46.6801617;01407-000;-23.566814100000002;-46.6583835
04273-000;-23.5962215;-46.6170688;02936-000;-23.4877423;-46.717642100000006
02854-000;-23.458472399999998;-46.697457299999996;02244-000;-23.4907483;-46.6065098
04296-000;-23.618373899999998;-46.6055364;05016-000;-23.5369068;-46.67706939999999
05586-000;-23.573300500000002;-46.7273775;05621-000;-23.5968756;-46.7218629
02136-000;-23.498731600000003;-46.5826396;02209-000;-23.4823392;-46.5896644
04407-000;-23.6683132;-46.6527148;05544-000;-23.5901419;-46.765845399999996
08320-000;-23.6244728;-46.4758366;02996-000;-23.4447555;-46.7378705
02041-000;-23.4921174;-46.61804179999999;01408-000;-23.5661707;-46.6601168
05045-000;-23.5264684;-46.696715600000005;01403-000;-23.569487300000002;-46.6541838
05116-000;-23.5122465;-46.7472719;03180-000;-23.561388600000004;-46.5876735
04045-000;-23.609336300000002;-46.63780260000001;05411-000;-23.5560427;-46.679588200000005
04816-000;-23.7052401;-46.68550140000001;04606-000;-23.6223312;-46.676758
04776-000;-23.6800642;-46.70624129999999;01134-000;-23.522418899999998;-46.6510711
04703-000;-23.6231763;-46.6888239;01239-000;-23.5472361;-46.653796299999996
01532-000;-23.5699585;-46.63577739999999;02374-000;-23.4543488;-46.6235757
04753-000;-23.651162;-46.7090565;04377-000;-23.6543333;-46.65600449999999
08280-000;-23.557155899999998;-46.466515799999996;04764-000;-23.6699431;-46.7146725
08110-000;-23.4972827;-46.402072600000004;05010-000;-23.5381495;-46.6752459
01022-000;-23.5448448;-46.6334325;04343-000;-23.6344406;-46.6462463
04548-000;-23.602414000000003;-46.6761701;05058-000;-23.5320338;-46.709708
03281-000;-23.581961800000002;-46.552287299999996;01424-000;-23.5711412;-46.6580589
02512-000;-23.5130391;-46.6597146;03220-000;-23.590130600000002;-46.5522611
04296-000;-23.618373899999998;-46.6055364;01013-000;-23.547146100000003;-46.6340321
04691-000;-23.6668358;-46.6931531;01546-000;-23.5796392;-46.6221689
03568-000;-23.5430935;-46.4807749;03733-000;-23.5116736;-46.52692649999999
02232-000;-23.479439000000003;-46.5647269;02435-000;-23.480772199999997;-46.6384544
08062-000;-23.5085486;-46.473481400000004;03717-000;-23.501994;-46.532772200000004
04821-000;-23.7261738;-46.6838141;05045-000;-23.5264684;-46.696715600000005
02939-000;-23.473405;-46.7321349;08371-000;-23.5992065;-46.4531857
04385-000;-23.664466600000004;-46.6529167;01222-000;-23.5430134;-46.64113099999999
02730-000;-23.499448899999997;-46.6918675;04728-000;-23.6369116;-46.71521729999999
05632-000;-23.601953899999998;-46.73376029999999;04126-000;-23.598338199999997;-46.6330378
05581-000;-23.5661992;-46.71763379999999;01310-000;-23.569398899999996;-46.646620500000004
04821-000;-23.7261738;-46.6838141;04543-000;-23.5901692;-46.68049370000001
03556-000;-23.540259;-46.5017115;03647-000;-23.526272100000003;-46.52832120000001
04016-000;-23.5857094;-46.63831679999999;05877-000;-23.686662899999998;-46.795269
04195-000;-23.6569719;-46.61322879999999;03020-000;-23.5340222;-46.602653100000005
02611-000;-23.471459399999997;-46.6665266;02866-000;-23.4643152;-46.68411560000001
02434-000;-23.4838974;-46.639762;05458-000;-23.5503027;-46.707767700000005
03312-000;-23.5437272;-46.5614093;02378-000;-23.4570338;-46.6294129
03139-000;-23.586177;-46.5896669;01235-000;-23.5376505;-46.66484089999999
08245-000;-23.5225461;-46.440506899999995;04345-000;-23.646415;-46.6445877
03131-000;-23.5666143;-46.5877553;01136-000;-23.5243335;-46.6595374
04805-000;-23.7153858;-46.702532899999994;04532-000;-23.583260600000003;-46.676136299999996
02734-000;-23.4911268;-46.695286100000004;08062-000;-23.5085486;-46.473481400000004
02041-000;-23.4921174;-46.61804179999999;08410-000;-23.546689800000003;-46.417682899999996
05854-000;-23.661872;-46.7639005;04530-000;-23.5840174;-46.673654799999994
03111-000;-23.536510800000002;-46.5988079;01139-000;-23.5178131;-46.6741555
03624-000;-23.513355100000002;-46.508798299999995;01130-000;-23.5240018;-46.6452154
05589-000;-23.576045399999998;-46.7388086;02415-000;-23.4734933;-46.6302071
02119-000;-23.517542300000002;-46.58912479999999;04139-000;-23.6049427;-46.634936700000004
03347-000;-23.5610177;-46.5687489;03935-000;-23.5882018;-46.5042153
08030-000;-23.505577300000002;-46.422487100000005;03558-000;-23.543850600000003;-46.5038961
03728-000;-23.501378;-46.5073005;05415-000;-23.5650402;-46.6809885
05546-000;-23.5875953;-46.7689067;01455-000;-23.580031899999998;-46.6934362
01545-000;-23.578236999999998;-46.6216472;04111-000;-23.5875444;-46.632198100000004
08340-000;-23.5986079;-46.4644024;04841-000;-23.735305800000003;-46.6900548
03423-000;-23.552563600000003;-46.5430346;05726-000;-23.6195342;-46.73485609999999
01552-000;-23.570689399999996;-46.6109932;04142-000;-23.610857;-46.637623600000005
04311-000;-23.633986;-46.637952500000004;04086-000;-23.6067315;-46.65593270000001
03062-000;-23.5407229;-46.58863579999999;03227-000;-23.5892162;-46.5677875
04243-000;-23.6261313;-46.58659;03692-000;-23.5335433;-46.480431599999996
02122-000;-23.5061454;-46.5906823;04566-000;-23.6120558;-46.690757299999994
03407-000;-23.5417306;-46.549929399999996;04297-000;-23.6317848;-46.6046343
02210-000;-23.483131600000004;-46.5915896;05011-000;-23.5423967;-46.67157
04125-000;-23.6000766;-46.621714600000004;02135-000;-23.4993323;-46.587914899999994
08030-000;-23.505577300000002;-46.422487100000005;04133-000;-23.625713600000005;-46.619257899999994
01042-000;-23.545108399999997;-46.6397179;02302-000;-23.4803;-46.617022999999996
04345-000;-23.646415;-46.6445877;04510-000;-23.594749800000002;-46.6663845
04753-000;-23.651162;-46.7090565;03425-000;-23.551069899999998;-46.53856649999999
03820-000;-23.4890401;-46.5030656;03813-000;-23.4890349;-46.4739139
03360-000;-23.5697294;-46.545334000000004;03362-000;-23.565517899999996;-46.542007399999996
04753-000;-23.651162;-46.7090565;01543-000;-23.5752538;-46.623067299999995
08372-000;-23.600496600000003;-46.4360244;08161-000;-23.5014931;-46.41515829999999
03568-000;-23.5430935;-46.4807749;03066-000;-23.5377129;-46.5748489
02039-000;-23.4941872;-46.6214314;04810-000;-23.7105764;-46.695848600000005
02730-000;-23.499448899999997;-46.6918675;04523-000;-23.604264699999998;-46.6648005
04753-000;-23.651162;-46.7090565;03254-000;-23.611393600000003;-46.528966100000005
03324-000;-23.549224399999996;-46.56804279999999;04551-000;-23.5956722;-46.6855165
02970-000;-23.481506500000002;-46.715821399999996;03517-000;-23.544135699999998;-46.5271513
02119-000;-23.517542300000002;-46.58912479999999;03408-000;-23.5451047;-46.552914200000004
03059-000;-23.5386881;-46.5915304;01224-000;-23.5415979;-46.6531815
03202-000;-23.6002234;-46.5698414;05025-000;-23.5364013;-46.689101799999996
08220-000;-23.5367422;-46.46762400000001;04437-000;-23.6720256;-46.676342
03089-000;-23.5371166;-46.558232200000006;05311-000;-23.531598300000002;-46.7418047
08270-000;-23.5681771;-46.46865589999999;04208-000;-23.5902898;-46.60144469999999
05267-000;-23.4411037;-46.7959537;02281-000;-23.4524514;-46.5711919
04014-000;-23.5832724;-46.6412965;04671-000;-23.653649100000003;-46.684566100000005
05577-000;-23.577614699999998;-46.7243724;01501-000;-23.5510087;-46.636396500000004
02937-000;-23.4828877;-46.7205547;03664-000;-23.5265715;-46.4984963
02521-000;-23.502504300000002;-46.663293200000005;05657-000;-23.6190724;-46.71849829999999
04474-000;-23.7102365;-46.637952500000004;03364-000;-23.5650198;-46.537616
03905-000;-23.5789139;-46.5144605;02404-000;-23.4914859;-46.629399799999995
05140-000;-23.4907962;-46.7254881;02229-000;-23.4761417;-46.5695311
02021-000;-23.497902800000002;-46.6341765;04564-000;-23.612962300000003;-46.6856253
03402-000;-23.542047600000004;-46.5489521;03533-000;-23.549141600000002;-46.5084406
08280-000;-23.557155899999998;-46.466515799999996;08032-000;-23.5151618;-46.42423410000001
04846-000;-23.7570314;-46.67657;05092-000;-23.5152829;-46.71521729999999
05382-000;-23.575181100000002;-46.7626237;05303-000;-23.528672699999998;-46.7297698
03976-000;-23.610073;-46.494712400000004;03814-000;-23.487645;-46.4837813
02218-000;-23.486616100000003;-46.584663299999995;03732-000;-23.509199399999996;-46.53335939999999
02422-000;-23.4714684;-46.6371756;04650-000;-23.656877899999998;-46.6747591
03275-000;-23.590130600000002;-46.5522611;01403-000;-23.569487300000002;-46.6541838
05759-000;-23.6290213;-46.766591999999996;04638-000;-23.631851100000002;-46.687372499999995
02652-000;-23.4589495;-46.6536047;04662-000;-23.658916899999998;-46.6990719
05565-000;-23.595989399999997;-46.7901815;01204-000;-23.5372663;-46.6430995
04518-000;-23.610780600000002;-46.6741555;05353-000;-23.5607854;-46.7520809
04821-000;-23.7261738;-46.6838141;05750-000;-23.615213;-46.74905829999999
08240-000;-23.526460999999998;-46.4455459;01151-000;-23.5307826;-46.6569873
02281-000;-23.4524514;-46.5711919;04162-000;-23.6279659;-46.6132254
05075-000;-23.5213483;-46.7075223;05727-000;-23.6195342;-46.73485609999999
05360-000;-23.5671113;-46.74721470000001;04564-000;-23.612962300000003;-46.6856253
01238-000;-23.543557800000002;-46.6567873;03590-000;-23.5491054;-46.4843826
01134-000;-23.522418899999998;-46.6510711;02256-000;-23.4754203;-46.58719
03905-000;-23.5789139;-46.5144605;04727-000;-23.6415701;-46.71451889999999
03805-000;-23.5060393;-46.482477200000005;02228-000;-23.4785903;-46.570525200000006
08245-000;-23.5225461;-46.440506899999995;05685-000;-23.6067523;-46.7019081
04520-000;-23.6007734;-46.66333969999999;04566-000;-23.6120558;-46.690757299999994
02044-000;-23.4941872;-46.6214314;03681-000;-23.5232366;-46.487880600000004
05726-000;-23.6195342;-46.73485609999999;02378-000;-23.4570338;-46.6294129
02280-000;-23.4569392;-46.5746468;05879-000;-23.686662899999998;-46.795269
03735-000;-23.508860300000002;-46.518986600000005;04313-000;-23.6395034;-46.6404461
03425-000;-23.551069899999998;-46.53856649999999;04025-000;-23.5935293;-46.6448779
05542-000;-23.5867992;-46.7503093;04313-000;-23.6395034;-46.6404461
04470-000;-23.7144974;-46.653637200000006;05515-000;-23.581048199999998;-46.7135911
04363-000;-23.6482796;-46.669374;04002-000;-23.569676;-46.648120899999995
04816-000;-23.7052401;-46.68550140000001;05763-000;-23.6431842;-46.7619836
02996-000;-23.4447555;-46.7378705;04112-000;-23.5819803;-46.6269052
03976-000;-23.610073;-46.494712400000004;04552-000;-23.5940202;-46.686024100000004
04470-000;-23.7144974;-46.653637200000006;08285-000;-23.5545398;-46.4808621
03758-000;-23.5045804;-46.50001899999999;04855-000;-23.7560092;-46.6870888
08430-000;-23.5309546;-46.4236882;05161-000;-23.479297100000004;-46.754378
04801-000;-23.7058153;-46.7007211;02045-000;-23.4982006;-46.6156404
02235-000;-23.479388;-46.581889700000005;03413-000;-23.5535229;-46.547196500000005
01252-000;-23.5406508;-46.6824559;01232-000;-23.536534;-46.65592279999999
03374-000;-23.5759172;-46.551200099999996;08040-000;-23.504139300000002;-46.4467791
01421-000;-23.5630436;-46.66047289999999;03066-000;-23.5377129;-46.5748489
04308-000;-23.635409;-46.6413472;04552-000;-23.5940202;-46.686024100000004
03311-000;-23.547731699999996;-46.5635172;01446-000;-23.5768587;-46.677091100000005
02992-000;-23.4518799;-46.730604;03728-000;-23.501378;-46.5073005
08295-000;-23.547291199999997;-46.45012020000001;05015-000;-23.5377345;-46.67189219999999
02017-000;-23.5000629;-46.6302681;08295-000;-23.547291199999997;-46.45012020000001
05525-000;-23.6037435;-46.746636200000005;04029-000;-23.6115177;-46.6695032
02564-000;-23.488398999999998;-46.668065399999996;05356-000;-23.562901899999996;-46.753350700000006
04474-000;-23.7102365;-46.637952500000004;02415-000;-23.4734933;-46.6302071
03811-000;-23.489574800000003;-46.4807749;05092-000;-23.5152829;-46.71521729999999
04256-000;-23.6295049;-46.5908287;04078-000;-23.606152899999998;-46.6590677
08220-000;-23.5367422;-46.46762400000001;04652-000;-23.662454699999998;-46.6643689
04007-000;-23.574273100000003;-46.6530339;04109-000;-23.576060100000003;-46.62954870000001
03633-000;-23.529278;-46.5471732;01532-000;-23.5699585;-46.63577739999999
01512-000;-23.5539527;-46.6311295;03884-000;-23.5121557;-46.479045
03379-000;-23.5761467;-46.5358623;08140-000;-23.5098688;-46.3972704
03694-000;-23.539846100000002;-46.47656629999999;03058-000;-23.537906399999997;-46.58828200000001
03425-000;-23.551069899999998;-46.53856649999999;03335-000;-23.554177199999998;-46.570581700000005
08430-000;-23.5309546;-46.4236882;08331-000;-23.6104872;-46.4724283
01542-000;-23.5706177;-46.6220144;04209-000;-23.5829049;-46.600829499999996
03402-000;-23.542047600000004;-46.5489521;05340-000;-23.5677919;-46.7295179
03263-000;-23.587513100000002;-46.54695770000001;05410-000;-23.557603;-46.67698739999999
08270-000;-23.5681771;-46.46865589999999;04077-000;-23.6074171;-46.6551792
05633-000;-23.5999456;-46.73938709999999;03162-000;-23.5497004;-46.5960461
04105-000;-23.5783694;-46.6388074;04346-000;-23.642082100000003;-46.6557623
04045-000;-23.609336300000002;-46.63780260000001;03132-000;-23.5858581;-46.5843358
03544-000;-23.5335928;-46.514794200000004;02912-000;-23.504873;-46.707336600000005
08070-000;-23.4959432;-46.45973529999999;02128-000;-23.506598800000003;-46.5926936
03126-000;-23.581913;-46.59102439999999;02335-000;-23.4816915;-46.617743299999994
01552-000;-23.570689399999996;-46.6109932;04285-000;-23.612610999999998;-46.6029466
04524-000;-23.6074685;-46.66630929999999;04725-000;-23.643779000000002;-46.705218200000004
03525-000;-23.5525377;-46.51556979999999;05465-000;-23.553672100000004;-46.7149771
03181-000;-23.561388600000004;-46.5876735;02306-000;-23.4654508;-46.6035839
02017-000;-23.5000629;-46.6302681;03513-000;-23.5391078;-46.52408459999999
04014-000;-23.5832724;-46.6412965;01453-000;-23.5812695;-46.6832888
03905-000;-23.5789139;-46.5144605;05110-000;-23.4991418;-46.7514763
03625-000;-23.5143235;-46.5114946;01547-000;-23.5820702;-46.62321179999999
03282-000;-23.5818823;-46.5522869;04256-000;-23.6295049;-46.5908287
03907-000;-23.586615300000002;-46.5077454;01040-000;-23.5430134;-46.64113099999999
03263-000;-23.587513100000002;-46.54695770000001;05428-000;-23.5610562;-46.6980037
03625-000;-23.5143235;-46.5114946;03667-000;-23.5299524;-46.494093299999996
08280-000;-23.557155899999998;-46.466515799999996;03057-000;-23.5422671;-46.598088700000005
05330-000;-23.5432281;-46.7500461;01331-000;-23.5635905;-46.6498883
05045-000;-23.5264684;-46.696715600000005;04032-000;-23.5974969;-46.659274100000005
08320-000;-23.6244728;-46.4758366;02993-000;-23.4518799;-46.730604
03585-000;-23.5662737;-46.4909974;05679-000;-23.6010424;-46.7030831
04772-000;-23.6854148;-46.715821399999996;04402-000;-23.665824;-46.664496
01238-000;-23.543557800000002;-46.6567873;01313-000;-23.554765600000003;-46.64856530000001
04703-000;-23.6231763;-46.6888239;04218-000;-23.600021899999998;-46.5991055
02514-000;-23.5115533;-46.6562908;05123-000;-23.5052244;-46.7391788
08253-000;-23.541372199999998;-46.43940689999999;04913-000;-23.677088;-46.739991499999995
03909-000;-23.5869914;-46.5103799;01535-000;-23.5730451;-46.625605500000006
05593-000;-23.5795587;-46.738398499999995;04088-000;-23.603094199999997;-46.6586742
03649-000;-23.526707199999997;-46.52388819999999;04037-000;-23.5960475;-46.639809899999996
04846-000;-23.7570314;-46.67657;04087-000;-23.6052124;-46.6561206
03215-000;-23.6082789;-46.5576499;05024-000;-23.5313327;-46.687177399999996
04785-000;-23.6923812;-46.7136195;04173-000;-23.640203399999997;-46.610412100000005
05057-000;-23.5324253;-46.70705350000001;04088-000;-23.603094199999997;-46.6586742
03694-000;-23.539846100000002;-46.47656629999999;03544-000;-23.5335928;-46.514794200000004
04208-000;-23.5902898;-46.60144469999999;04063-000;-23.60539;-46.6536008
09070-000;-23.65661;-46.553952;04081-000;-23.6086845;-46.66386319999999
05108-000;-23.508490300000002;-46.761931;03156-000;-23.5811754;-46.5698414
05045-000;-23.5264684;-46.696715600000005;02520-000;-23.5007374;-46.64971560000001
02377-000;-23.459546399999997;-46.6312974;04222-000;-23.5934367;-46.5935737
03112-000;-23.5497004;-46.5960461;02991-000;-23.435965;-46.72730079999999
03633-000;-23.529278;-46.5471732;04130-000;-23.604414000000002;-46.6199696
03758-000;-23.5045804;-46.50001899999999;01544-000;-23.5793204;-46.6228756
04515-000;-23.6016424;-46.6639981;04514-000;-23.6005164;-46.6723266
02330-000;-23.4815207;-46.62194849999999;04741-000;-23.650104100000004;-46.6964938
03402-000;-23.542047600000004;-46.5489521;01544-000;-23.5793204;-46.6228756
03195-000;-23.566570600000002;-46.5879757;08295-000;-23.547291199999997;-46.45012020000001
02227-000;-23.479626100000004;-46.5722508;05335-000;-23.5512567;-46.7487855
03263-000;-23.587513100000002;-46.54695770000001;05338-000;-23.5555667;-46.749058500000004
04846-000;-23.7570314;-46.67657;02043-000;-23.491426500000003;-46.614133100000004
01309-000;-23.5569581;-46.65896770000001;01013-000;-23.547146100000003;-46.6340321
08011-000;-23.4977936;-46.4411451;08070-000;-23.4959432;-46.45973529999999
04857-000;-23.7865465;-46.6826067;04635-000;-23.639214499999998;-46.6697131
01022-000;-23.5448448;-46.6334325;03206-000;-23.600898100000002;-46.5643886
04782-000;-23.6869771;-46.7036182;03615-000;-23.518587600000004;-46.5301028
03426-000;-23.552227399999996;-46.5370247;03350-000;-23.571315;-46.5621907
03112-000;-23.5497004;-46.5960461;01526-000;-23.5641757;-46.631494
02671-000;-23.4677562;-46.6647377;04072-000;-23.627328600000002;-46.651984000000006
05887-000;-23.6788456;-46.7968369;04707-000;-23.624508600000002;-46.6942734
02341-000;-23.474091100000003;-46.613612700000004;05314-000;-23.5341677;-46.734576000000004
03758-000;-23.5045804;-46.50001899999999;05584-000;-23.582123899999996;-46.7918458
04918-000;-23.689047100000003;-46.7418047;04343-000;-23.6344406;-46.6462463
03215-000;-23.6082789;-46.5576499;03980-000;-23.6175886;-46.5135926
03361-000;-23.570956699999996;-46.5309696;02733-000;-23.4976169;-46.6948569
04444-000;-23.687969600000002;-46.69015039999999;04046-000;-23.6094836;-46.6380689
03110-000;-23.562886300000002;-46.607313;08280-000;-23.557155899999998;-46.466515799999996
03559-000;-23.5462937;-46.501357299999995;03124-000;-23.568577800000003;-46.5909925
03640-000;-23.530085800000002;-46.538563200000006;05520-000;-23.589424800000003;-46.72932479999999
03905-000;-23.5789139;-46.5144605;02175-000;-23.511398100000005;-46.574437599999996
05187-000;-23.444268100000002;-46.7514763;04020-000;-23.591230399999997;-46.6372346
01543-000;-23.5752538;-46.623067299999995;05108-000;-23.508490300000002;-46.761931
02017-000;-23.5000629;-46.6302681;05002-000;-23.5290648;-46.6728167
05319-000;-23.5394972;-46.7278777;02561-000;-23.493239000000003;-46.67519979999999
03181-000;-23.561388600000004;-46.5876735;05027-000;-23.5337238;-46.6929631
03821-000;-23.4890401;-46.5030656;04650-000;-23.656877899999998;-46.6747591
05726-000;-23.6195342;-46.73485609999999;04039-000;-23.598478;-46.6399165
08412-000;-23.5473247;-46.40927670000001;01141-000;-23.569398899999996;-46.646620500000004
02652-000;-23.4589495;-46.6536047;02737-000;-23.488992800000002;-46.6892778
05639-000;-23.6091;-46.739991499999995;04446-000;-23.689108800000003;-46.683583
04248-000;-23.613225600000003;-46.5947844;02734-000;-23.4911268;-46.695286100000004
03944-000;-23.6014749;-46.493300899999994;03908-000;-23.5820914;-46.5071588
03350-000;-23.571315;-46.5621907;04039-000;-23.598478;-46.6399165
05036-000;-23.5163686;-46.6905783;01405-000;-23.5636072;-46.653697799999996
03944-000;-23.6014749;-46.493300899999994;04640-000;-23.6338233;-46.681894899999996
02423-000;-23.469236;-46.63297;04523-000;-23.604264699999998;-46.6648005
03180-000;-23.561388600000004;-46.5876735;05464-000;-23.5498204;-46.7146792
05171-000;-23.477853500000002;-46.747953100000004;05115-000;-23.5106825;-46.7520809
05632-000;-23.601953899999998;-46.73376029999999;01530-000;-23.569494600000002;-46.6308205
03250-000;-23.603766699999998;-46.5310591;01310-000;-23.569398899999996;-46.646620500000004
02460-000;-23.491554500000003;-46.6364297;01313-000;-23.554765600000003;-46.64856530000001
03121-000;-23.562102199999998;-46.5978592;02615-000;-23.472797500000002;-46.65288779999999
08485-000;-23.596900100000003;-46.40456349999999;04515-000;-23.6016424;-46.6639981
03267-000;-23.6012552;-46.527524;04560-000;-23.614009600000003;-46.683567100000005
05563-000;-23.6038396;-46.7835269;03694-000;-23.539846100000002;-46.47656629999999
03077-000;-23.5318311;-46.580305200000005;04616-000;-23.6204782;-46.6720429
03281-000;-23.581961800000002;-46.552287299999996;04272-000;-23.5955019;-46.617968700000006
03423-000;-23.552563600000003;-46.5430346;05135-000;-23.4908835;-46.7471829
05593-000;-23.5795587;-46.738398499999995;04164-000;-23.625542199999998;-46.609731200000006
04166-000;-23.645382100000003;-46.609009;04651-000;-23.6580061;-46.67113759999999
02309-000;-23.4741456;-46.606099900000004;04117-000;-23.5885922;-46.6346588
04781-000;-23.687963600000003;-46.702532899999994;03059-000;-23.5386881;-46.5915304
04846-000;-23.7570314;-46.67657;02433-000;-23.4981763;-46.6261221
04904-000;-23.6702544;-46.735504399999996;01223-000;-23.5461892;-46.64106470000001
04846-000;-23.7570314;-46.67657;05028-000;-23.535754;-46.69227120000001
01508-000;-23.561553200000002;-46.63584609999999;04279-000;-23.6051343;-46.610564600000004
03266-000;-23.597257;-46.5373256;05019-000;-23.5333315;-46.6812918
02913-000;-23.505442600000002;-46.71224309999999;08330-000;-23.6104872;-46.4724283
08280-000;-23.557155899999998;-46.466515799999996;08441-000;-23.5274073;-46.4032732
04904-000;-23.6702544;-46.735504399999996;03011-000;-23.537434899999997;-46.616271399999995
04297-000;-23.6317848;-46.6046343;03977-000;-23.617235100000002;-46.498083
03905-000;-23.5789139;-46.5144605;05687-000;-23.6105979;-46.70812960000001
03912-000;-23.5815255;-46.522881;01431-000;-23.5719138;-46.669450899999994
05010-000;-23.5381495;-46.6752459;02111-000;-23.5149587;-46.591221600000004
03373-000;-23.5748617;-46.5517619;04276-000;-23.60054;-46.6136989
02116-000;-23.522351800000003;-46.5872261;04038-000;-23.5970458;-46.64246379999999
02201-000;-23.4855348;-46.5922002;04302-000;-23.6206695;-46.638089799999996
03530-000;-23.539945;-46.5224774;01426-000;-23.5647685;-46.66693490000001
08090-000;-23.4822801;-46.4313554;03088-000;-23.5277432;-46.5611867
04016-000;-23.5857094;-46.63831679999999;03981-000;-23.6123033;-46.5102874
03436-000;-23.558255;-46.5303968;03658-000;-23.527306600000003;-46.5015718
04173-000;-23.640203399999997;-46.610412100000005;03182-000;-23.5666143;-46.5877553
05525-000;-23.6037435;-46.746636200000005;05787-000;-23.629118899999998;-46.7689261
05887-000;-23.6788456;-46.7968369;03375-000;-23.5728204;-46.5504617
04244-000;-23.6230965;-46.591337200000005;04201-000;-23.575873;-46.6064215
04302-000;-23.6206695;-46.638089799999996;05160-000;-23.4849012;-46.7574722
04167-000;-23.632881;-46.6125018;05615-000;-23.5889181;-46.7176244
01204-000;-23.5372663;-46.6430995;01308-000;-23.556434699999997;-46.6530153
03553-000;-23.5339879;-46.505422100000004;09060-000;-23.667550199999997;-46.54792639999999
04368-000;-23.6571052;-46.6651023;01310-000;-23.569398899999996;-46.646620500000004
04339-000;-23.666434;-46.64258;03908-000;-23.5820914;-46.5071588
05408-000;-23.556033600000003;-46.6792575;05411-000;-23.5560427;-46.679588200000005
02918-000;-23.496636300000002;-46.7135128;05002-000;-23.5290648;-46.6728167
03626-000;-23.513355100000002;-46.508798299999995;02442-000;-23.4730293;-46.64191640000001
03080-000;-23.531134299999998;-46.578842;04812-000;-23.7185026;-46.6917771
01309-000;-23.5569581;-46.65896770000001;02374-000;-23.4543488;-46.6235757
02422-000;-23.4714684;-46.6371756;08070-000;-23.4959432;-46.45973529999999
08240-000;-23.526460999999998;-46.4455459;05763-000;-23.6431842;-46.7619836
03425-000;-23.551069899999998;-46.53856649999999;03571-000;-23.5728721;-46.4983075
05379-000;-23.5667101;-46.75392249999999;01317-000;-23.5564862;-46.6400033
03263-000;-23.587513100000002;-46.54695770000001;01310-000;-23.569398899999996;-46.646620500000004
03821-000;-23.4890401;-46.5030656;04552-000;-23.5940202;-46.686024100000004
01512-000;-23.5539527;-46.6311295;03942-000;-23.596731;-46.49835969999999
03823-000;-23.4894492;-46.4940525;02519-000;-23.5056924;-46.6614815
03420-000;-23.5478565;-46.5444564;04164-000;-23.625542199999998;-46.609731200000006
04673-000;-23.6636051;-46.6958899;05009-000;-23.5366504;-46.6746642
